ID,Name,Age,Nationality,Overall,Club
238277,D. Gazdag,22,Hungary,65,
242629,João Moutinho,20,Portugal,65,Los Angeles FC
179909,A. Annan,31,Ghana,65,HJK Helsinki
186565,S. Wagstaff,28,England,65,AFC Wimbledon
233670,A. Fukumori,25,Japan,65,Hokkaido Consadole Sapporo
221383,Ryu Seung Woo,24,Korea Republic,65,Jeju United FC
225735,D. Baumann,23,Germany,65,FC Würzburger Kickers
229831,O. Rodríguez,21,Mexico,65,Club León
186823,Pedrinho,33,Portugal,65,CD Aves
237256,J. Ebobisse,21,United States,65,Portland Timbers
172232,J. Toivio,30,Finland,65,BK Häcken
178120,M. Bruccini,32,Italy,65,Cosenza
190152,César Ortiz,29,Spain,65,SV Mattersburg
222410,K. Veendorp,21,Netherlands,65,FC Emmen
228810,J. Amoah,23,Ghana,65,Vitória Guimarães
210123,P. González,25,Mexico,65,Puebla FC
228299,R. Amin,22,Netherlands,65,Östersunds FK
232907,H. Otani,33,Japan,65,Kashiwa Reysol
233163,S. Kikuchi,26,Japan,65,Shonan Bellmare
236747,L. González,27,Venezuela,65,Deportes Tolima
176075,M. Burch,34,United States,65,Minnesota United FC
183499,Y. Amankwah,29,Norway,65,Hobro IK
189387,T. Mickel,29,Germany,65,Hamburger SV
201932,Kim Dong Woo,30,Korea Republic,65,FC Seoul
202444,S. Calvano,24,Italy,65,Hellas Verona
222156,J. Bree,20,England,65,Aston Villa
244684,V. Damascan,19,Moldova,65,Torino
125132,B. Körk,38,Turkey,65,Akhisar Belediyespor
232909,S. Takahashi,28,Japan,65,Vissel Kobe
243661,A. Vallci,22,Austria,65,FC Wacker Innsbruck
214222,L. Giovini,36,Argentina,65,Unión La Calera
216014,E. Flores,26,Chile,65,CD Universidad de Concepción
216270,G. Honeyman,23,England,65,Sunderland
203215,A. Cairns,25,England,65,Fleetwood Town
212431,Kim Nam Chun,29,Korea Republic,65,FC Seoul
212687,L. Solignac,27,Argentina,65,Chicago Fire
221647,Kim Yong Hwan,25,Korea Republic,65,Incheon United FC
226767,N. Kuipers,25,Netherlands,65,ADO Den Haag
236751,A. Hopmark,26,Norway,65,Kristiansund BK
221648,Y. Barnawi,24,Saudi Arabia,65,Al Qadisiyah
209873,K. Moleko,28,South Africa,65,Kaizer Chiefs
216273,J. Kauko,27,Finland,65,Esbjerg fB
223441,O. Sidibé,33,Guinea,65,AS Béziers
229073,J. Dacres-Cogley,22,England,65,Birmingham City
235729,D. Bates,21,Scotland,65,Hamburger SV
189905,M. Budziński,27,Poland,65,Cracovia
199890,N. Lavanchy,24,Switzerland,65,Grasshopper Club Zürich
214482,F. Rodríguez,32,Colombia,65,Atlético Bucaramanga
232658,D. Doekhi,20,Netherlands,65,Vitesse
233170,S. Fujita,31,Japan,65,Shonan Bellmare
234706,B. Mason,20,England,65,Coventry City
237522,Jorge Cuenca,18,Spain,65,FC Barcelona
244946,I. Ramírez,23,Paraguay,65,Godoy Cruz
122066,R. König,35,Germany,65,FSV Zwickau
198355,S. Clark,32,United States,65,Portland Timbers
231123,Adri Castellano,24,Spain,65,Granada CF
199636,M. Guezoui,29,France,65,Valenciennes FC
208852,K. Morris,24,England,65,Walsall
213204,S. Lundholm,24,Sweden,65,IK Sirius
219860,G. Perea,26,Colombia,65,Once Caldas
232916,K. Ogawa,25,Japan,65,Shonan Bellmare
244948,C. Benavídez,20,Uruguay,65,Independiente
200917,M. Erb,28,Germany,65,KFC Uerdingen 05
214485,J. Rodríguez,25,Colombia,65,Once Caldas
223445,B. Youssouf,24,Comoros,65,AJ Auxerre
224981,Grego Sierra,25,Spain,65,CD Numancia
229845,J. Sabbatini,30,Uruguay,65,FC Lugano
235989,N. Briasco,22,Armenia,65,Club Atlético Huracán
238805,F. Hansch,22,Germany,65,SV Sandhausen
204502,M. Ingram,24,England,65,Queens Park Rangers
210646,A. Ibsen Rømer,24,Denmark,65,Randers FC
215766,L. Filippini,22,Italy,65,Lazio
234198,D. Dankerlui,21,Netherlands,65,Willem II
235990,Markel Areitio,21,Spain,65,SD Eibar
226775,J. Chapman,24,Canada,65,Toronto FC
235735,E. Ampadu,17,Wales,65,Chelsea
236247,H. Kane,19,England,65,Doncaster Rovers
240343,L. Fiordilino,21,Italy,65,Palermo
206040,B. Verboom,26,Belgium,65,SV Zulte-Waregem
211928,D. Gape,23,England,65,Wycombe Wanderers
221656,E. Miller,25,United States,65,Minnesota United FC
237784,Y. Maruhashi,27,Japan,65,Cerezo Osaka
181976,Yang Zhi,35,China PR,65,Beijing Sinobo Guoan FC
183768,P. Larsen,29,Norway,65,SK Brann
209625,L. Verna,25,Italy,65,Cosenza
214745,F. Silva,35,Uruguay,65,Curicó Unido
222937,B. Close,21,England,65,Portsmouth
235225,Pité,23,Portugal,65,CD Tondela
190937,Q. Amarikwa,30,United States,65,Montreal Impact
171994,Marquitos,31,Spain,65,Miedź Legnica
245978,B. Tsonev,23,Bulgaria,65,
216795,C. Long,23,England,65,Fleetwood Town
20699,K. Bakırcıoğlu,37,Sweden,65,Hammarby IF
220123,F. Mendy,24,France,65,Red Star FC
202204,K. Haraldseid,24,Norway,65,FK Haugesund
207580,J. Blomberg,31,Sweden,65,Colorado Rapids
214492,Y. Mena,28,Colombia,65,Itagüí Leones FC
216540,W. Eskelinen,21,Sweden,65,GIF Sundsvall
222172,Fan Yunlong,29,China PR,65,Guizhou Hengfeng FC
232156,M. Honsak,21,Austria,65,Holstein Kiel
181468,D. Bouzanis,27,Australia,65,PEC Zwolle
196316,B. Maubleu,28,France,65,Grenoble Foot 38
200925,T. Rühle,27,Germany,65,SC Preußen Münster
226781,K. Shelton,25,United States,65,Sporting Kansas City
236509,Diego Parras,22,Spain,65,UD Las Palmas
186845,L. Di Matteo,30,Italy,65,Lecce
188381,J. Dalé,32,France,65,AS Nancy Lorraine
200670,M. Hernandez,26,Guatemala,65,FC Dallas
213982,C. Mancilla,25,Colombia,65,Envigado FC
222430,F. Viáfara,26,Colombia,65,Rionegro Águilas
228318,H. Chapman,20,England,65,Middlesbrough
239838,M. Antonucci,19,Italy,65,Pescara
193246,L. Neagle,31,United States,65,Seattle Sounders FC
225759,B. Kamau,23,Australia,65,Western Sydney Wanderers
232671,L. Putaro,21,Germany,65,Eintracht Braunschweig
241887,C. Giousis,19,Greece,65,AEK Athens
178143,E. Birniçan,29,Turkey,65,Kasimpaşa SK
244703,I. Akdağ,26,Turkey,65,BB Erzurumspor
202464,J. Clark,24,England,65,Accrington Stanley
216288,S. Mrowca,24,Poland,65,SV Wehen Wiesbaden
230624,U. Nayir,25,Turkey,65,Bursaspor
217313,J. Caenepeel,21,Belgium,65,Excelsior
220385,Iván Márquez,24,Spain,65,Korona Kielce
226785,N. Besler,25,United States,65,Real Salt Lake
236258,N. Loyola,23,Peru,65,
237538,F. Rogic,25,Sweden,65,Örebro SK
238562,P. Hoffmann,26,Germany,65,SC Preußen Münster
213987,E. Córdoba,24,Colombia,65,Atlético Huila
222435,Zhao Yuhao,25,China PR,65,Hebei China Fortune FC
236515,Álvaro,20,Spain,65,Extremadura UD
236772,D. Szoboszlai,17,Hungary,65,FC Red Bull Salzburg
238820,Q. Maceiras,22,Switzerland,65,FC Sion
240100,T. Augello,23,Italy,65,Spezia
245732,A. Kampetsis,19,Greece,65,Panathinaikos FC
193252,T. Schrammel,30,Austria,65,SK Sturm Graz
208869,D. Poleon,24,England,65,Crawley Town
212709,T. Kemp,27,United States,65,DC United
213221,D. Diagné,23,Senegal,65,KAS Eupen
229349,J. Thorniley,21,England,65,Sheffield Wednesday
245733,H. Weydandt,22,Germany,65,Hannover 96
211174,F. Sporkslede,24,Netherlands,65,NAC Breda
224230,A. Díaz,22,Mexico,65,Club Atlas
243942,I. Zotko,21,Ukraine,65,Elche CF
202727,J. Mendes,27,France,65,AC Ajaccio
225511,C. Trueman,22,England,65,Birmingham City
228327,F. Azemi,26,Norway,65,Sandefjord Fotball
205288,Fernando,28,Spain,65,UD Almería
230888,A. O'Neill,19,Australia,65,Central Coast Mariners
237032,Javi Jiménez,21,Spain,65,Valencia CF
240872,M. Dube,25,South Africa,65,Orlando Pirates
241128,J. Mejías,20,Venezuela,65,Gimnàstic de Tarragona
244968,C. Ohene,24,Ghana,65,Ohod Club
138729,K. Risgård,35,Denmark,65,Aalborg BK
213993,F. Forte,25,Italy,65,Waasland-Beveren
222697,Han Seok Jong,25,Korea Republic,65,Incheon United FC
214762,N. Avellaneda,25,Argentina,65,Defensa y Justicia
222698,Park Dae Han,27,Korea Republic,65,Sangju Sangmu FC
243946,A. Erceg,28,Croatia,65,Brøndby IF
232171,M. Vázquez,25,Argentina,65,La Equidad
241131,L. Justiniano,25,Bolivia,65,
193771,A. Wildig,26,England,65,Morecambe
210156,O. Abdulaziz,34,Saudi Arabia,65,Al Faisaly
220140,F. Kent,22,England,65,Colchester United
193260,M. Pink,27,Austria,65,SK Sturm Graz
177389,F. Morais,32,Portugal,65,Crawley Town
204782,S. Yesil,24,Germany,65,KFC Uerdingen 05
211438,M. Bürki,24,Switzerland,65,SV Zulte-Waregem
214510,L. Mosquera,29,Colombia,65,Rionegro Águilas
220654,J. Horsfield,22,England,65,Scunthorpe United
231406,K. Edwards,20,England,65,West Bromwich Albion
232174,O. Hawkins,26,England,65,Portsmouth
51694,H. Opdal,36,Norway,65,IK Start
215279,T. Albutat,25,Germany,65,MSV Duisburg
216303,H. Cid,26,Mexico,65,Tiburones Rojos de Veracruz
238319,T. Edwards,19,England,65,Stoke City
245231,B. Arce,19,Ecuador,65,Extremadura UD
183023,Sui Donglu,35,China PR,65,Chongqing Dangdai Lifan FC SWM Team
229872,A. Palacios,26,Colombia,65,Deportivo Pasto
226033,E. Käck,28,Sweden,65,IK Start
228593,V. Sierro,22,Switzerland,65,FC St. Gallen
202482,A. Rodman,31,England,65,Bristol Rovers
208370,E. Zenga,25,Germany,65,SV Sandhausen
187634,R. Ruiz,32,Mexico,65,Deportivo Toluca
204787,C. McHugh,25,Republic of Ireland,65,Motherwell
229875,Ferrán Giner,30,Spain,65,RCD Mallorca
187379,F. Ponce,30,Mexico,65,Boyacá Chicó FC
189171,A. Chicksen,26,Zimbabwe,65,Bradford City
194035,N. Miatke,28,Germany,65,FSV Zwickau
215540,G. Rólantsson Sørensen,25,Faroe Islands,65,SK Brann
223732,A. Damen,28,Netherlands,65,Excelsior
235252,A. Arroyo,24,Panama,65,Santa Clara
238580,I. Voca,21,Kosovo,65,FC Luzern
241140,Fran Manzanara,21,Spain,65,Levante UD
245748,S. Lawson,23,Togo,65,Livingston FC
193268,A. Gerbo,28,Italy,65,Foggia
208885,A. N'Diaye,27,France,65,Clermont Foot 63
234229,R. McCrorie,20,Scotland,65,Rangers FC
169461,M. O'Connor,30,Northern Ireland,65,Lincoln City
170229,L. Prosser,30,England,65,Colchester United
239093,J. Clauss,25,France,65,DSC Arminia Bielefeld
186869,G. Cummins,30,Republic of Ireland,65,Cork City
198134,F. Olijve,29,Netherlands,65,De Graafschap
206070,Maicon,25,Brazil,65,Livorno
221686,C. Mosca,27,Argentina,65,San Martín de San Juan
225014,G. Castrovilli,21,Italy,65,US Cremonese
232438,G. Nepomuceno,25,Curacao,65,Oldham Athletic
239350,S. Dembele,21,Scotland,65,Peterborough United
180726,M. McKay,35,Australia,65,Brisbane Roar
190454,S. Ringstad,26,Norway,65,Sandefjord Fotball
193014,C. Evina,26,Cameroon,65,Notts County
238839,L. Wing,23,England,65,Middlesbrough
201208,D. Henry,25,Canada,65,Vancouver Whitecaps FC
223224,M. Jakoliš,21,Croatia,65,FC Admira Wacker Mödling
225016,G. Di Noia,23,Italy,65,Carpi
205049,N. Ansell,24,Australia,65,Melbourne Victory
220665,G. Wüthrich,23,Switzerland,65,BSC Young Boys
223993,M. Osei Kwadwo,23,Ghana,65,1. FC Magdeburg
225529,Nathan,23,Brazil,65,Grasshopper Club Zürich
190457,K. Tokstad,26,Norway,65,Strømsgodset IF
208122,V. Agardius,28,Sweden,65,Kalmar FF
226810,A. Sandona,25,Argentina,65,Patronato
230906,K. Osorio,24,Colombia,65,Patriotas Boyacá FC
235514,S. Al Rubaie,24,Saudi Arabia,65,Ettifaq FC
225531,D. Van den Buijs,22,Belgium,65,Heracles Almelo
237563,A. Badji,20,Senegal,65,Djurgårdens IF
239611,M. Eisa,23,Sudan,65,Bristol City
240891,N. Sessa,22,Germany,65,VfR Aalen
244987,M. Álvarez,29,Argentina,65,Independiente
189691,D. Ball,28,England,65,Bradford City
201212,A. Thompson,25,Northern Ireland,65,Bury
206332,G. Morrissey,26,Republic of Ireland,65,Cork City
212732,D. Remick,27,United States,65,Houston Dynamo
219900,J. Dall'Oglio,26,Italy,65,Brescia
199165,Yang Jun A,29,Korea Republic,65,Jeonnam Dragons
200701,G. Beretta,26,Italy,65,Ascoli
212477,J. Córdoba,30,Colombia,65,Itagüí Leones FC
163581,T. Craig,33,England,65,Bristol Rovers
232445,S. Monaco,25,Italy,65,Perugia
238589,M. Rahn,28,Germany,65,VfL Sportfreunde Lotte
209662,M. Rosheuvel,27,Netherlands,65,NAC Breda
217086,C. Amissi,28,Burundi,65,Al Taawoun
230654,Júnior Tavares,21,Brazil,65,Sampdoria
242686,M. Breij,21,Netherlands,65,FC Groningen
224255,C. Vergara,24,Chile,65,Club Deportes Temuco
232447,Y. Rokutan,31,Japan,65,Shimizu S-Pulse
176383,T. Danneberg,32,Germany,65,VfL Osnabrück
212736,B. Kwiecień,24,Poland,64,Jagiellonia Białystok
233216,P. Tietz,20,Germany,64,FC Carl Zeiss Jena
176384,M. Gostomski,29,Poland,64,Cracovia
190720,T. Ricketts,30,Canada,64,Toronto FC
212481,R. Klingenburg,24,Germany,64,SC Preußen Münster
212737,A. Hoole,24,Australia,64,Central Coast Mariners
230145,A. Piu,21,Italy,64,Carpi
238593,M. Heyer,23,Germany,64,Hallescher FC
176897,Y. Opazo,33,Chile,64,Curicó Unido
244993,I. Sankhon,22,Guinea,64,Sint-Truidense VV
196353,C. Hussey,29,England,64,Cheltenham Town
201986,R. Atassi,27,Morocco,64,AS Béziers
216322,J. Hiwula,23,England,64,Coventry City
224770,S. Kashket,22,England,64,Wycombe Wanderers
225026,E. Björkander,22,Sweden,64,GIF Sundsvall
243714,E. Abedini,19,Switzerland,64,FC Lugano
201219,D. Giorico,26,Italy,64,Carpi
229379,L. de la Torre,20,United States,64,Fulham
230403,Peixotacinho,34,Brazil,64,Bahia
231171,N. Hazazi,25,Saudi Arabia,64,Al Qadisiyah
232963,T. Kanamori,24,Japan,64,Kashima Antlers
244739,E. Moreno,24,Colombia,64,Deportivo Pasto
199684,P. Malarczyk,26,Poland,64,Korona Kielce
212484,W. Burns,23,Wales,64,Fleetwood Town
220676,V. Bergan,23,Norway,64,Odds BK
233732,D. Okereke,20,Nigeria,64,Spezia
241924,W. Vorsager,21,Austria,64,FC Admira Wacker Mödling
177668,A. Bischoff,31,Portugal,64,FC Hansa Rostock
209413,M. Matras,27,Poland,64,Zagłębie Lubin
220421,H. Kamara,24,France,64,Stade de Reims
228357,K. Soni,20,Cameroon,64,Girona FC
228613,F. Al Masrahi,25,Saudi Arabia,64,Al Qadisiyah
230917,Adrián Gómez,24,Spain,64,Albacete BP
239365,A. Petre,20,Romania,64,Esbjerg fB
190981,M. Bakenga,25,Norway,64,Tromsø IL
206598,D. Berntsen,25,Norway,64,Tromsø IL
232454,Y. Hiraoka,32,Japan,64,Vegalta Sendai
234502,K. Enghardt,26,Denmark,64,Randers FC
177414,T. Pope,32,England,64,Port Vale
244742,A. Ivan,23,Romania,64,New York Red Bulls
218887,O. Custodio,23,Switzerland,64,FC Luzern
229127,J. Teunckens,20,Belgium,64,Royal Antwerp FC
229895,D. Donohue,24,Wales,64,Portsmouth
235527,E. Oti Essigba,21,Ghana,64,Esbjerg fB
190983,R. Kiernan,27,Republic of Ireland,64,Southend United
217096,J. Lumley,23,England,64,Queens Park Rangers
223752,M. Torres,22,Colombia,64,Atlético Bucaramanga
228616,D. Bertaud,20,France,64,Montpellier HSC
232456,K. Oiwa,28,Japan,64,Vegalta Sendai
233736,J. Ramírez,20,Colombia,64,Atlético Nacional
238344,Pablo Fernández,21,Spain,64,Real Sporting de Gijón
187144,Cho Soo Hyuk,31,Korea Republic,64,Ulsan Hyundai FC
192264,Z. Jovanovic,31,Sweden,64,Trelleborgs FF
215817,D. Islamovic,24,Sweden,64,Östersunds FK
224009,E. Ekpolo,23,Nigeria,64,BK Häcken
226057,D. Wynne,23,New Zealand,64,Colorado Rapids
234249,S. Surridge,19,England,64,Oldham Athletic
236553,E. Huth,21,Germany,64,1. FC Kaiserslautern
241929,E. Pereyra,19,Argentina,64,San Lorenzo de Almagro
138251,R. Foster,32,Scotland,64,St. Johnstone FC
209675,J. Donacien,24,St Lucia,64,Ipswich Town
169483,X. Tomas,32,France,64,Red Star FC
236043,D. Batty,20,England,64,Hull City
225036,R. Steer,36,Colombia,64,Once Caldas
230412,Mateus Couteira,34,Brazil,64,Paraná
231436,G. Diangana,20,England,64,West Ham United
240908,F. Aksoy,20,Turkey,64,Beşiktaş JK
193804,M. Tootle,27,England,64,Notts County
212237,D. Wein,24,Germany,64,TSV 1860 München
214285,M. Bravo,25,Chile,64,San Luis de Quillota
167437,D. Stroh-Engel,32,Germany,64,Karlsruher SC
237581,D. Orgill,28,Jamaica,64,Wolfsberger AC
211982,N. Neidhart,23,Germany,64,VfL Sportfreunde Lotte
221710,J. Ockford,26,United States,64,San Jose Earthquakes
224270,B. Gschweidl,22,Austria,64,Wolfsberger AC
229646,S. Yohou,26,Ivory Coast,64,Paris FC
239886,E. Pantelakis,23,Greece,64,Panathinaikos FC
238863,Marcel,25,Brazil,64,Portimonense SC
239119,L. Leahy,25,England,64,Walsall
177679,D. Vržogić,28,Germany,64,SV Meppen
244751,S. Coulibaly,23,France,64,Dijon FCO
226576,A. Rodríguez,25,Colombia,64,Independiente Santa Fe
228624,M. Khubrani,24,Saudi Arabia,64,Al Qadisiyah
163856,C. Dagnall,32,England,64,Bury
230416,Vasquão Junior,30,Brazil,64,Atlético Paranaense
241680,F. Björkén,27,Sweden,64,IF Brommapojkarna
224017,J. Williams,22,Wales,64,Rochdale
239121,H. Al Ghaddioui,27,Morocco,64, SSV Jahn Regensburg
181521,S. Saunders,34,England,64,Wycombe Wanderers
200210,A. Sarcevic,26,England,64,Plymouth Argyle
221970,P. Zieliński,27,Poland,64,Miedź Legnica
230674,F. Alastra,20,Italy,64,Palermo
235026,O. Richards,19,England,64,Reading
242450,Y. Andia,25,Chile,64,Unión La Calera
182802,Wang Yun,35,China PR,64,Shanghai Greenland Shenhua FC
197907,M. Sansores,27,Mexico,64,Monarcas Morelia
214035,J. Martínez,24,Colombia,64,Envigado FC
237331,T. De Smet,20,Belgium,64,KAA Gent
241171,A. Obispo,19,Netherlands,64,PSV
242451,J. Colman,19,Paraguay,64,Orlando City SC
49939,A. Nef,36,Switzerland,64,FC Zürich
200980,S. Lawless,27,Scotland,64,Livingston FC
217620,A. Seck,26,Senegal,64,Royal Antwerp FC
226580,S. Saucedo,21,United States,64,Real Salt Lake
236308,R. Marchizza,20,Italy,64,Crotone
242708,M. Adams,21,England,64,Chicago Fire
192020,C. Orrantía,27,Mexico,64,Santos Laguna
222485,B. Bellot,27,Germany,64,Brøndby IF
224789,G. Zampano,24,Italy,64,Venezia FC
225557,R. Poole,20,Wales,64,Manchester United
231701,Y. Díaz,26,Colombia,64,Rionegro Águilas
54037,T. Berni,35,Italy,64,Inter
193557,F. Nouble,26,England,64,Colchester United
156438,T. Gebauer,36,Austria,64,LASK Linz
240662,F. Torgnascioli,27,Uruguay,64,CD Everton de Viña del Mar
189718,A. Etemadi,31,Iran,64,De Graafschap
207639,C. Reilly,24,Republic of Ireland,64,Gillingham
210711,B. Rowe,29,United States,64,Vancouver Whitecaps FC
211991,M. Vitzthum,26,Germany,64,SG Sonnenhof Großaspach
223767,O. Özdemir,23,Turkey,64,1. FC Kaiserslautern
229655,Alberto Varo,25,Spain,64,CD Lugo
234007,Claudio Mouria,26,Brazil,64,Santos
237079,P. Staikos,22,Greece,64,Panathinaikos FC
222488,N. Fazzi,23,Italy,64,Livorno
234520,R. Cepeda,24,Chile,64,Club Deportes Temuco
237848,E. Zaldívar,21,Mexico,64,Club Atlas
238104,Zhu Jianrong,26,China PR,64,Shanghai Greenland Shenhua FC
205593,M. Chacón,24,Netherlands,64,FC Emmen
214041,S. Londoño,23,Colombia,64,Envigado FC
214809,S. Luna,30,Argentina,64,Belgrano de Córdoba
229401,N. Mason,21,England,64,Doncaster Rovers
234521,S. Skytte,21,Denmark,64,AC Horsens
236313,K. Madu,22,Nigeria,64,SV Zulte-Waregem
238617,G. Ruggiero,18,Italy,64,Palermo
204058,M. Legittimo,29,Italy,64,Cosenza
176922,F. Assmann,32,Argentina,64,Club Atlético Aldosivi
242714,C. Mueller,21,United States,64,Orlando City SC
243994,Willy,29,Spain,64,Extremadura UD
244250,P. Owusu,21,Germany,64,DSC Arminia Bielefeld
244762,L. Diaby Fadiga,17,France,64,OGC Nice
212251,H. Hansen,23,Germany,64,FC Würzburger Kickers
232731,R. Hayasaka,32,Japan,64,Hokkaido Consadole Sapporo
243995,E. Lomotey,20,Ghana,64,Villarreal CF
230684,J. Marimón,19,Colombia,64,Royal Excel Mouscron
238108,Jiang Tao,29,China PR,64,Beijing Sinobo Guoan FC
239388,F. Bechtholdt,24,Argentina,64,Curicó Unido
199197,P. Salomon,30,Austria,64,SV Mattersburg
232733,A. Fukuta,26,Japan,64,Sagan Tosu
234525,A. Carleton,18,United States,64,Atlanta United
234781,Martínez,25,Spain,64,Granada CF
236573,Pablo Vázquez,23,Spain,64,Granada CF
245277,K. Michael,18,Nigeria,64,Perugia
182045,Rong Hao,31,China PR,64,Shanghai Greenland Shenhua FC
155422,J. Szmatuła,37,Poland,64,Piast Gliwice
228894,J. Ward,22,England,64,Peterborough United
185118,M. Perdijić,36,Croatia,64,Zagłębie Sosnowiec
223263,Z. Gordon,25,Scotland,64,Hamilton Academical FC
227871,J. Mendy,28,Senegal,64,Dundee FC
232479,T. Nishimura,21,Japan,64,PFC CSKA Moscow
240415,André Sousa,20,Portugal,64,Vitória de Setúbal
241695,J. Amon,19,United States,64,FC Nordsjælland
245535,A. Parmak,23,Turkey,64,Trabzonspor
188959,C. Gustafsson,31,Sweden,64,IK Sirius
190239,J. Bowery,26,England,64,Crewe Alexandra
224544,Zhao Honglue,28,China PR,64,Tianjin TEDA FC
176928,J. Arvidsson,33,Sweden,64,IK Sirius
243232,K. Abazaj,21,Albania,64,RSC Anderlecht
203297,Cidinho,25,Brazil,64,AS Béziers
243745,Marcelo Freitas,24,Brazil,64,FC Energie Cottbus
209954,B. Jopek,24,Germany,64,Hallescher FC
233506,A. Masuyama,21,Japan,64,Vissel Kobe
239394,F. Flecker,22,Austria,64,TSV Hartberg
243746,M. Zimmer,25,Germany,64,FC Energie Cottbus
245538,K. Furuhashi,23,Japan,64,Vissel Kobe
238627,M. Dembélé,21,France,64,AS Nancy Lorraine
241187,L. Geertruida,17,Netherlands,64,Feyenoord
229412,Julen López,22,Spain,64,SD Eibar
245540,S. Svarnas,23,Greece,64,AEK Athens
220197,K. Bryan,21,England,64,Sheffield United
234021,Joaninho Chagas,30,Brazil,64,Sport Club do Recife
235301,P. Schmidt,19,Austria,64,FC Admira Wacker Mödling
236837,N. Schiappacasse,19,Uruguay,64,CF Rayo Majadahonda
173349,L. Ainsworth,30,England,64,Plymouth Argyle
240677,M. Ellingsen,23,Norway,64,Molde FK
243749,S. Mamba,24,Germany,64,FC Energie Cottbus
222246,R. Marquez,26,United States,64,Philadelphia Union
230694,I. Çipe,23,Turkey,64,Galatasaray SK
241190,T. Knöll,20,Germany,64,1. FC Nürnberg
200487,P. Prosenik,25,Austria,64,SV Mattersburg
160295,E. Galekovic,37,Australia,64,Melbourne City FC
238631,L. Schnellbacher,24,Germany,64,VfR Aalen
245287,Sergio López,19,Spain,64,Real Madrid
197928,J. Bond,25,England,64,West Bromwich Albion
231720,Q. Braat,20,France,64,FC Nantes
232488,C. Romero,20,Argentina,64,Genoa
234024,Mairdel Sampaio,30,Brazil,64,América FC (Minas Gerais)
240680,A. Absalem,21,Netherlands,64,FC Groningen
187176,Lee Yun Pyo,33,Korea Republic,64,Incheon United FC
190504,H. Akpan,26,Nigeria,64,Bradford City
202025,J. Faucher,26,France,64,Red Star FC
209193,P. Wiegers,28,Germany,64,SG Dynamo Dresden
221481,J. Cano,28,Colombia,64,Jaguares de Córdoba
236841,J. Cortizo,22,Mexico,64,Querétaro
238633,P. Breitkreuz,26,Germany,64,FC Würzburger Kickers
215338,K. Rendón,25,Colombia,64,Itagüí Leones FC
239402,M. Lüftner,24,Czech Republic,64,FC København
188970,J. Mårtensson,29,Sweden,64,Örebro SK
234795,A. Bernede,19,France,64,Paris Saint-Germain
242219,R. Iio,27,Japan,64,V-Varen Nagasaki
192043,A. Zamora,26,Mexico,64,Puebla FC
209452,S. Rudol,23,Poland,64,Pogoń Szczecin
216620,S. Tanabe,28,Japan,64,FC Tokyo
219436,J. Clarke,23,England,64,Brentford
190508,D. Hofbauer,27,Austria,64,SKN St. Pölten
211245,M. Cebula,22,Poland,64,Korona Kielce
212013,K. Baccus,26,Australia,64,Melbourne City FC
224301,K. Świderski,21,Poland,64,Jagiellonia Białystok
245549,Romera,30,Spain,64,UD Almería
196910,G. Álvarez,26,Bolivia,64,Al Hazem
199470,M. Meilinger,26,Austria,64,SCR Altach
224302,M. Wieteska,21,Poland,64,Legia Warszawa
239918,Allef,23,Brazil,64,Vitória de Setúbal
225327,L. Gonnelli,25,Italy,64,Livorno
234799,Y. Demoncy,22,France,64,US Orléans Loiret Football
208944,N. Knight-Percival,31,England,64,Bradford City
228656,R. Allen,28,United States,64,Orlando City SC
239920,Bruno Silva,25,Brazil,64,Moreirense FC
244272,D. Perić,23,Croatia,64,Dinamo Zagreb
214321,G. Martínez,29,Chile,64,San Luis de Quillota
226609,Cho Suk Jae,25,Korea Republic,64,Daegu FC
227377,J. García,29,Colombia,64,La Equidad
228145,F. Hormazábal,22,Chile,64,CD O'Higgins
135218,D. Perquis,34,Poland,64,GFC Ajaccio
210482,S. Piesinger,26,Austria,64,SCR Altach
222514,F. Woodman,21,England,64,Newcastle United
232754,T. Amang,20,Cameroon,64,Molde FK
241970,H. Delbridge,26,Australia,64,Melbourne City FC
188978,M. Pedersen,28,Denmark,64,SønderjyskE
208691,C. Smith,22,Scotland,64,St. Mirren
210739,C. Nielsen,24,Denmark,64,Odense Boldklub
236339,Z. Sanogo,21,Burkina Faso,64,TSV Hartberg
238131,H. Weigelt,20,Germany,64,AZ Alkmaar
202292,Kim Soo Beom,27,Korea Republic,64,Jeju United FC
217140,A. Gilliead,22,England,64,Shrewsbury
152116,J. Aigner,37,Austria,64,SCR Altach
219956,P. Ceccaroni,22,Italy,64,Padova
224308,O. Aydoğan,21,Germany,64,Beşiktaş JK
233012,Hong Jeong Un,23,Korea Republic,64,Daegu FC
237108,M. Soisalo,20,Finland,64,SV Zulte-Waregem
239412,G. Loiacono,26,Italy,64,Foggia
242484,J. Aguirre,21,Colombia,64,Itagüí Leones FC
242740,Tiago Marques,30,Brazil,64,Jeju United FC
188724,M. Pietrowski,30,Poland,64,Piast Gliwice
219957,J. Laursen,23,Denmark,64,Odense Boldklub
234293,A. Tanaka,30,Japan,64,Cerezo Osaka
242485,J. Goitia,23,Argentina,64,San Martín de San Juan
212790,J. Thiaré,25,Senegal,64,Le Havre AC
224822,A. Monsecour,22,Belgium,64,Sporting Lokeren
229174,D. Niepsuj,22,Poland,64,Pogoń Szczecin
231222,F. Henríquez,23,Argentina,64,Godoy Cruz
